Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source
Chen H.; Wei Z.; Lin R.; Cai J.; Han C.,"Chen, He (57111578300)""; Wei, Zheng (56489197200); Lin, Rencai (57226352813); Cai, Jiabing (10141170000);"" Han, Congying (57203941173)","57111578300"";56489197200;57226352813;10141170000;"" 57203941173",Estimation of Evapotranspiration and Soil Water Content at a Regional Scale Using Remote Sensing Data,2022,Water (Switzerland),14,20,3283,,,6,10.3390/w14203283,https://www.scopus.com/pages/publications/85140921526?origin=resultslist,"The timely and accurate estimation of soil water content (SWC) and evapotranspiration (ET) is of great significance in drought estimation, irrigation management, and water resources comprehensive utilization. The unsupervised classification was used to identify the crops in the region. Based on MOD16A2 and the meteorological data, a SEBS model was used to estimate the ET in the Jiefangzha Irrigation Field from 2011 to 2015. Based on the crop water stress index (CWSI), the SWC in 2014 was retrieved and verified with the measured SWC on different underlying surfaces (sunflower, corn, wheat, and pepper). The results showed that: (1) The positional accuracy of maize, sunflower, wheat, and pepper are 0.81, 0.80, 0.90, and 0.82, respectively""; (2) The annual ET from 2011 to 2015 presented well the spatial distribution of the ET within the field;"" (3) The validation results of the estimated SWC on the underlying surface of wheat and sunflower showed a good robustness, the R2 was 0.748 and 0.357, respectively, the RMSE was 2.61% and 2.309%, respectively, and the MAE was 2.249% and 1.975%, respectively. However, for maize and pepper with more irrigation times, the SWC estimation results, based on the CWSI were poor, indicating that the method was more sensitive to soil drought and suitable for the crop SWC estimation with less irrigation and drought tolerance. The results can provide a reference for the agricultural water resources management and the irrigation forecast at a regional scale. © 2022 by the authors.","evapotranspiration""; Landsat-7; MOD16A2; planting structure;"" soil water content","Agronomy""; Crops; Drought; Irrigation; Plants (botany); Remote sensing; Soil moisture; Accurate estimation; Crop water stress indices; LandSat 7; MOD16A2; Planting structure; Plantings; Regional scale; Remote sensing data; Soil water content; Underlying surface; drought; evapotranspiration; remote sensing; soil water; unsupervised classification; water content; water stress;"" Evapotranspiration",Article,Final,"All Open Access""; Gold Open Access;"" Green Open Access",Scopus
Jung C.; Ahn S.; Sheng Z.; Ayana E.K.; Srinivasan R.; Yeganantham D.,"Jung, Chunggil (56002853000)""; Ahn, Sora (26422845800); Sheng, Zhuping (7202787537); Ayana, Essayas K. (56585985700); Srinivasan, Raghavan (7401951879);"" Yeganantham, Dhanesh (57188865902)","56002853000"";26422845800;7202787537;56585985700;7401951879;"" 57188865902",Evaluate River Water Salinity in a Semi-Arid Agricultural Watershed by Coupling Ensemble Machine Learning Technique with SWAT Model,2022,Journal of the American Water Resources Association,58,6,,1175,1188,17,10.1111/1752-1688.12958,https://www.scopus.com/pages/publications/85118268543?origin=resultslist,"This study is to establish a new approach to estimate river salinity of semi-arid agricultural watershed and identify drivers by using hydrologic modeling and machine learning. We augmented the limitations of the Soil and Water Assessment Tool (SWAT) to model salinity by coupling with eXtreme Gradient Boosting (XGBoost), a decision-tree-based ensemble machine learning algorithm. Streamflow, precipitation, elevation, main reach length, and dominant soil texture of the top two layers were used along with NO3, NO2, and total phosphorus (TP) output from a calibrated SWAT model are used as predictors to Total Dissolved Solids (TDS) in the XGBoost algorithm. Then, the SWAT model simulations of streamflow, NO3+NO2, and TP from 2000 to 2015 are used as inputs of the XGBoost model to predict monthly water TDS distribution along the river. The predicted river water TDS showed a higher concentration as going downstream from El Paso (inlet) through the Hudspeth canal to Fort Quitman (outlet). Finally, this study carried out cause analysis focusing on soil physical characteristics. The soil salinity level is directly affected by the soil permeability and irrigation water. As a result, the highest TDS is shown in sites with silt loam, whereas the lowest TDS was shown in sites with very cobbly soil. Silt soils can hold more water and are slower to drain than soils of a sand type. These analyses can be used to better understand the mitigation of water salinity. © 2021 American Water Resources Association.","irrigation""; machine learning; soil texture; surface water/groundwater interactions; SWAT; water salinity; watershed;"" watershed management","El Paso""; Texas; United States; Adaptive boosting; Machine learning; Rivers; Silt; Soil conservation; Stream flow; Textures; Trees (mathematics); Water conservation; Water management; Watersheds; Machine-learning; River water; Semi arid; Soil and Water assessment tools; Soil textures; Surface water-groundwater interaction; Tool models; Total dissolved solids; Water salinity; Watersheds management; groundwater-surface water interaction; irrigation system; machine learning; river water; soil and water assessment tool; soil texture; water management; watershed;"" Irrigation",Article,Final,,Scopus
Landutama J.F.; Warman G.P.; Soewito B.,"Landutama, Johannes Farrell (57972864200)""; Warman, Galuh Putra (57211338165);"" Soewito, Benfano (24473788700)","57972864200"";57211338165;"" 24473788700",TOMATO PLANT OBSERVATION AND DISEASE DETECTION USING MACHINE LEARNING AND IOT,2022,Journal of Theoretical and Applied Information Technology,100,21,,6420,6428,3,,https://www.scopus.com/pages/publications/85142369787?origin=resultslist,"The development of technology in the agriculture sector has shown promise in the last few years. Crop management, disease detection, and irrigation management are examples of activities that can be implemented with modern technological approaches using artificial intelligence and IoT. Modern disease detection in agriculture uses machine learning to classify the health condition of plants by processing input images of leaves or branches into pre-trained machine learning models. Studies for plant disease detection have been done by other researchers using high computing capability devices"";"" in contrast, there is still little research on implementing such machine learning models for mobile or small IoT-based devices. This study explores and proposes a model of machine learning algorithm namely CNN MobileNet and SVM, to run on small IoT-based devices. After some experiments, it was found that MobileNet can be used for this particular purpose. Furthermore, this research also shows a new contribution regarding the implementation of machine learning for disease detection into an IoT microcontroller commonly used for irrigation and soil moisture observation. The proposed model in this study has been tested in real-world experiments for Tomato plant disease detection with an approximate accuracy of 91.45%. © 2022 Little Lion Scientific. All rights reserved.","Arduino""; Disease Detection; IoT; Machine Learning;"" MobileNet",,Article,Final,,Scopus
Abdulaziz W.B.; Croock M.S.,"Abdulaziz, Wid Badee (57219415809)"";"" Croock, Muayad Sadik (56488101000)","57219415809"";"" 56488101000",Optimized power and water allocation in smart irrigation systems,2022,Periodicals of Engineering and Natural Sciences,10,3,,60,69,4,10.21533/pen.v10i3.2998,https://www.scopus.com/pages/publications/85131430990?origin=resultslist,"Agriculture has a significant role in countries’ economy, but irrigation process consumes both power and water resources. Since in agriculture the goal is to maximize crop’s yields with minimize costs, it is important to design a national smart irrigation system with optimal allocation of power and water resources especially in a plantation area with little rains. In this work, an optimized on-demand smart irrigation system is proposed to manage the allocation of the consumed power and water in agriculture field. The system controls irrigation process by utilizing Wireless Sensor Network (WSN) to collect real-time data from the field using sensors. Raspberry pi takes appropriate decision about irrigation process according to received data from sensor nodes, and commands are sent from it to actuator nodes. Secured Message Queuing Telemetry Transport (MQTT) protocol with Transport Layer Security (TLS) authentication protocol is used in managing the data exchange in the network over Wi-Fi technology. In addition, an optimal power and water consumptions formula is derived using Lagrange Multiplier method to allocate resources in an optimal way depending on watering demands. Both theoretical and practical results approve the efficiency of the proposed system in managing irrigation process optimally. © The Author 2022. This work is licensed under a Creative Commons Attribution License (https://creativecommons.org/licenses/by/4.0/) that allows others to share and adapt the material for any purpose (even commercially), in any medium with an acknowledgement of the work's authorship and initial publication in this journal.","Irrigation system""; Lagrange multiplier; Optimization; Tls;"" Wsn",,Article,Final,"All Open Access"";"" Gold Open Access",Scopus
Munoz M.; Guzman J.L.; Sanchez-Molina J.A.; Rodriguez F.; Torres M.; Berenguel M.,"Munoz, M. (57211426367)""; Guzman, J.L. (34769939300); Sanchez-Molina, J.A. (57311617600); Rodriguez, F. (56255739500); Torres, M. (36847401600);"" Berenguel, M. (6701834872)","57211426367"";34769939300;57311617600;56255739500;36847401600;"" 6701834872",A New IoT-Based Platform for Greenhouse Crop Production,2022,IEEE Internet of Things Journal,9,9,,6325,6334,48,10.1109/JIOT.2020.2996081,https://www.scopus.com/pages/publications/85129495388?origin=resultslist,"This article proposes a cloud solution to build an Internet of Things (IoT) platform applied in a greenhouse crop production context. Real-time and historical data, as well as prediction models, can be accessed by means of representational state transfer (RESTful) Web services developed for such a purpose. Forecasting is also provided following a Greenhouse Models as a Service (GMaaS) approach. Currently, our GMaaS tool provides forecasting based on computational models developed for inside climate, crop production, and irrigation processes. Traditionally, such models are hardcoded in applications or embedded in software tools to be used as decision support systems (DSSs). However, using a GMaaS approach, models are available as RESTful services to be used as needed. In addition, the proposed platform allows users to register new IoT devices and their greenhouse data in the FIWARE platform, providing a cloud-scale solution for the case study. RESTful services of the proposed platform are also used by a Web application, allowing users to interact easily with the system.  © 2014 IEEE.","Cloud""; Decision support system (DSS); Greenhouse models;"" Internet of Things (IoT)","Application programs""; Artificial intelligence; Climate models; Crops; Cultivation; Embedded systems; Forecasting; Greenhouses; Internet of things; Web services; Decision support system; Greenhouse crop production; Greenhouse model; Historical data; Internet of thing; Modeling as a services; Prediction modelling; Real-time data; Representational state transfer; RESTful Services;"" Decision support systems",Article,Final,,Scopus
Arenas-Calle L.N.; Heinemann A.B.; Soler da Silva M.A.; dos Santos A.B.; Ramirez-Villegas J.; Whitfield S.; Challinor A.J.,"Arenas-Calle, Laura N. (57192941393)""; Heinemann, Alexandre B. (14527208000); Soler da Silva, Mellissa A. (36663143200); dos Santos, Alberto Baeta (7102178266); Ramirez-Villegas, Julian (29068082700); Whitfield, Stephen (36998989400);"" Challinor, Andrew J. (7003681353)","57192941393"";14527208000;36663143200;7102178266;29068082700;36998989400;"" 7003681353",Rice Management Decisions Using Process-Based Models With Climate-Smart Indicators,2022,Frontiers in Sustainable Food Systems,6,,873957,,,4,10.3389/fsufs.2022.873957,https://www.scopus.com/pages/publications/85135441558?origin=resultslist,"Irrigation strategies are keys to fostering sustainable and climate-resilient rice production by increasing efficiency, building resilience and reducing Greenhouse Gas (GHG) emissions. These strategies are aligned with the Climate-Smart Agriculture (CSA) principles, which aim to maximize productivity whilst adapting to and mitigating climate change. Achieve such mitigation, adaptation, and productivity goals- to the extent possible- is described as climate smartness. Measuring climate smartness is challenging, with recent progress focusing on the use of agronomic indicators in a limited range of contexts. One way to broaden the ability to measure climate-smartness is to use modeling tools, expanding the scope of climate smartness assessments. Accordingly, and as a proof-of-concept, this study uses modeling tools with CSA indicators (i.e., Greenhouse Intensity and Water Productivity) to quantify the climate-smartness of irrigation management in rice and to assess sensitivity to climate. We focus on a field experiment that assessed four irrigation strategies in tropical conditions, Continuous Flooding (CF), Intermittent Irrigation (II), Intermittent Irrigation until Flowering (IIF), and Continuous soil saturation (CSS). The DNDC model was used to simulate rice yields, GHG emissions and water inputs. We used model outputs to calculate a previously developed Climate-Smartness Index (CSI) based on water productivity and greenhouse gas intensity, which score on a scale between−1 (lack of climate-smartness) to 1 (high climate smartness) the climate-smartness of irrigation strategies. The CSS exhibited the highest simulation-based CSI, and CF showed the lowest. A sensitivity analysis served to explore the impacts of climate on CSI. While higher temperatures reduced CSI, rainfall mostly showed no signal. The climate smartness decreasing in warmer temperatures was associated with increased GHG emissions and, to some extent, a reduction in Water Productivity (WP). Overall, CSI varied with the climate-management interaction, demonstrating that climate variability can influence the performance of CSA practices. We conclude that combining models with climate-smart indicators can broaden the CSA-based evidence and provide reproducible research findings. The methodological approach used in this study can be useful to fill gaps in observational evidence of climate-smartness and project the impact of future climates in regions where calibrated crop models perform well. Copyright © 2022 Arenas-Calle, Heinemann, Soler da Silva, dos Santos, Ramirez-Villegas, Whitfield and Challinor.","climate-smart agriculture""; climate-smart indicators; climate-smartness; crop model; DNDC; greenhouse gas intensity;"" water productivity",,Article,Final,"All Open Access""; Gold Open Access;"" Green Open Access",Scopus
Pirvali Beiranvand J.; Ghamghami M.,"Pirvali Beiranvand, Javad (57205390931)"";"" Ghamghami, Mahdi (55617445500)","57205390931"";"" 55617445500",Machine-Learning Models to Improve Accuracy of Real-Time Reference Evapotranspiration Estimates in an Arid Environment,2022,Journal of Irrigation and Drainage Engineering,148,11,05022002,,,5,10.1061/(ASCE)IR.1943-4774.0001714,https://www.scopus.com/pages/publications/85138751150?origin=resultslist,"Studies of the estimation of reference evapotranspiration (ET0) in Iran are mostly related to areas with humid and semiarid climates and less related to arid areas. On the other hand, few studies in arid regions have reported high root-mean square error (RMSE) values. However, these regions make an important contribution to agricultural production, and thus, water management of these regions is crucial. It motivated the implementation of such a study in an arid environment of Karaj, Iran, as a case study, in order to estimate daily ET0 with as much accuracy as possible. To achieve this purpose, the performance of 21 known models estimating ET0, including 9 empirical models and 12 machine learning (ML) models, were evaluated. The method provided by the food and agriculture organization (FAO) known as FAO-56 Penman-Monteith (FPM) was regarded as the main reference method for measuring ET0. A new climate data set related to the period of 2005-2020 (April-September) was used to calibrate and cross-validate models. In fact, this study intended to develop an approach for simulating day-to-day variations in ET0 in arid environments by benefitting minimal weather data (i.e., temperature, humidity, and wind speed) for practical purposes because most regions suffer from a lack of weather data, especially radiation data. Therefore, the performance of the best models calibrated in Karaj station was also validated based on data recorded in a research field with a similar climate during 2020-2021. The cross-validated results showed that the deep-learning (DL) model had the lowest RMSE as well as the highest R2 compared with other models. As averaged over all months in Karaj, the DL model exhibited a RMSE 64% less than the best-calibrated empirical model (i.e., Valiantzas-VTS), which is a solar radiation-based model. Furthermore, the improvements arising from using the DL model were more considerable in the extremes than in the middle values. The findings of the field research also demonstrated that the approach developed in the current study would be beneficial at locations other than the calibration station. This approach requires few inputs, is independent of solar radiation data, and also has the lowest RMSE compared with that of other studies. For future studies, the combination of the daily ET0 estimator developed in this study with a recently developed empirical approach to estimate crop coefficients is suggested to manage irrigation on croplands if arid regions.  © 2022 American Society of Civil Engineers.","Day-to-day variation""; Deep learning (DL); Extremes; Irrigation scheduling;"" Minimal weather data","Alborz""; Iran; Karaj; Arid regions; Calibration; Climate models; Deep learning; Evapotranspiration; Irrigation; Learning systems; Mean square error; Solar radiation; Wind; Arid environments; Day-to-day variation; Deep learning; Extreme; Irrigation scheduling; Learning models; Machine learning models; Minimal weather data; Root mean square errors; Weather data; accuracy assessment; arid environment; estimation method; evapotranspiration; extreme event; irrigation system; machine learning; real time;"" Water management",Article,Final,,Scopus
Mishra D.; Yadav P.; Yadav V.; Srivastava R.; Agrawal K.K.; Yadav R.S.,"Mishra, Devesh (57209167986)""; Yadav, Prakhar (57223639715); Yadav, Vandana (7007108322); Srivastava, Rekha (57209660422); Agrawal, Krishna Kant (57201258208);"" Yadav, Ram Suchit (57205679331)","57209167986"";57223639715;7007108322;57209660422;57201258208;"" 57205679331",Adafruit IO Based Smart Irrigation System using MQTT Protocol for Urban Farming,2022,Journal of Computer Science,18,5,,374,381,1,10.3844/jcssp.2022.374.381,https://www.scopus.com/pages/publications/85131305928?origin=resultslist,"Freshwater is needed for irrigation and nutrient supply to plants to make up for the lack of rainfall. Agricultural activities consume more than 70% of the available freshwater. This emphasizes the importance of responsible management of water for irrigation using smart Internet of Things (IoT) based agricultural practices combined with irrigation-related technologies The purpose of this research article is to integrate Internet of Things (IoT) soil profile data to help you make the best watering decisions. In the proposed setup we have presented an IoT-based model for optimizing the water resource on a demand basis, especially for the areas where water is a scarce commodity that can be monitored remotely by the user node. This smart management helps to dynamically allocate the resource utilization hence helping us to attain resource optimization. Motivated by this concern this study focuses on a smart soil moisture monitoring system by remote sensing the moisture level of the target patch. The advanced soil profile monitoring-based remote sensing unit is installed which explores the Internet of Things (IoT) network. © 2022. Devesh Mishra, Prakhar Yadav, Vandana Yadav, Rekha Srivastava, Krishna Kant Agrawal and Ram Suchit Yadav. This open-access article is distributed under a Creative Commons Attribution (CC-BY) 4.0 license.","Adafruit IO""; Intelligent Irrigation; Internet of Things; MQTT; Precision Farming;"" Smart Agriculture",,Article,Final,"All Open Access""; Green Open Access;"" Hybrid Gold Open Access",Scopus
Ilyas A.; Parkinson S.; Vinca A.; Byers E.; Manzoor T.; Riahi K.; Willaarts B.; Siddiqi A.; Muhammad A.,"Ilyas, Ansir (57212765942)""; Parkinson, Simon (54795677900); Vinca, Adriano (57202323507); Byers, Edward (56033967400); Manzoor, Talha (57196089054); Riahi, Keywan (6602435618); Willaarts, Barbara (36348843600); Siddiqi, Afreen (15078682300);"" Muhammad, Abubakr (16177813600)","57212765942"";54795677900;57202323507;56033967400;57196089054;6602435618;36348843600;15078682300;"" 16177813600",Balancing smart irrigation and hydropower investments for sustainable water conservation in the Indus basin,2022,Environmental Science and Policy,135,,,147,161,35,10.1016/j.envsci.2022.04.012,https://www.scopus.com/pages/publications/85130195595?origin=resultslist,"Indus River Basin (IRB) region of South Asia is severely water-stressed with irrigation receiving 90–95% of total surface water allocations and depletion of fossil groundwater reserves of more than 30 km3/year. Simultaneously, many supply-driven hydropower reservoirs, are planned in the basin. The reservoirs constructed upstream inflict severe environmental damages and reduce water availability for irrigation downstream. Policymakers promote smart technologies as a demand-based solution to reduce water consumption in irrigation. However, the effects of such technologies are not yet well understood, and unintended consequences (such as irrigation efficiency paradox and other nexus externalities) have recently begun to appear. Therefore, we use an integrated assessment model to analyze the proliferation of smart technologies in the IRB. The analysis suggests that if the Indus countries adopt a demand-based approach and irrigate their land completely using smart technologies, surface and groundwater withdrawals are indeed reduced. However, this reduction comes with a 33% increase in total expenditures, an increase in consumption across water and energy sectors, and higher withdrawals from fossil groundwater reserves. On the other hand, we find that if the countries were to balance their investments between smart and hydropower technologies it would not only reduce the increment in expenditure to 28%, but would also conserve irrigation water while avoiding the increased multi-sectoral consumption and environmental degradation. Thus, balancing investments between smart irrigation and hydropower projects can significantly reduce the economic and environmental (including conservation of water resources, meeting environmental flow targets, among others) costs of multi-sector water conservation in the IRB. © 2022 Elsevier Ltd","Integrated assessment modeling""; Irrigation efficiency; River basin management; Smart irrigation and hydropower; Systems integration; Transformation pathways;"" Water-energy-land nexus","Asia""; Indus River; South Asia; fossil fuel; ground water; conservation; energy; groundwater; integrated approach; irrigation system; river basin; water availability; analysis; Article; decision making; energy resource; hydropower; investment; irrigation (agriculture); model; public expenditure; public policy; river basin; sustainable development; water availability; water conservation; water insecurity;"" water supply",Article,Final,,Scopus
Fullana-Pericàs M.; Conesa M.À.; Gago J.; Ribas-Carbó M.; Galmés J.,"Fullana-Pericàs, Mateu (57190842886)""; Conesa, Miquel À. (12243957500); Gago, Jorge (33467605000); Ribas-Carbó, Miquel (6603792937);"" Galmés, Jeroni (9535250000)","57190842886"";12243957500;33467605000;6603792937;"" 9535250000",High-throughput phenotyping of a large tomato collection under water deficit: Combining UAVs’ remote sensing with conventional leaf-level physiologic and agronomic measurements,2022,Agricultural Water Management,260,,107283,,,32,10.1016/j.agwat.2021.107283,https://www.scopus.com/pages/publications/85118337419?origin=resultslist,"Field high-throughput phenotyping (HTPP) studies are highly needed to study water use efficiency (WUE), stress tolerance capacities, yield and quality in tomato to improve crop breeding strategies and adapt them to the climatic change scenario. In this study, UAV remote sensing is tested by comparison with leaf-level physiologic and agronomic measurements in a collection including 91 tomato genotypes. These genotypes include long shelf-life (LSL) and non-LSL (CON) Mediterranean landraces, cultivated under well-watered (WW, covering 100% crop evapotranspiration demands) and water deficit (WD, irrigation stopped one month after plantlet transplantation to field) conditions. Aerial remote sensing (including multispectral imaging), leaf gas-exchange, leaf carbon isotope composition (δ13C), fruit production and quality measurements, including total soluble solids and acidity, were performed. Differences between CON and LSL genotypes were observed in leaf-level physiologic and remote sensing measurements under both WW and WD conditions, while for agronomic measurements differences were only found for quality traits under WW conditions. Significant relationships were detected between remote sensing and leaf-level physiologic and agronomic measurements when considering all genotypes and treatments. However, different regressions were described for CON and LSL genotypes, mainly due their different physiologic behavior and response to WD. For instance, for the same NDVI value LSL genotypes showed near 30% lower AN and half gs than CON, and therefore higher intrinsic water use efficiency (WUEi). Also, tomato fruit quality was approached through remote sensing measurements, being correlated with multispectral indices. In conclusion, this study shows how remote sensing can help to optimize tomato physiologic and agronomic phenotyping processes. However, it also points out that the inclusion of genotypes with a different water use efficiency behavior and response to WD lead to a large scattering in the relationships between remote sensing and physiologic and agronomic traits and prevents to obtention of reliable models. © 2021 The Authors","Field phenotyping""; Fruit quality; Landraces; NDVI; Photosynthesis; Remote sensing;"" WUE","Lycopersicon esculentum""; Agronomy; Antennas; Crops; Efficiency; Fruits; Physiology; Plants (botany); Unmanned aerial vehicles (UAV); Water supply; Field phenotyping; Fruit quality; High-throughput phenotyping; Landraces; Leaf level; NDVI; Phenotyping; Remote-sensing; Shelf life; Water use efficiency; agronomy; carbon isotope; climate change; crop plant; detection method; evapotranspiration; fruit production; remote sensing; unmanned vehicle; water uptake; water use efficiency;"" Remote sensing",Article,Final,"All Open Access"";"" Hybrid Gold Open Access",Scopus
Shen H.; Wang Y.; Jiang K.; Li S.; Huang D.; Wu J.; Wang Y.; Wang Y.; Ma X.,"Shen, Hongzheng (57218767532)""; Wang, Yue (57224942768); Jiang, Kongtao (57212405555); Li, Shilei (57724588000); Huang, Donghua (57724421700); Wu, Jiujiang (57215220245); Wang, Yongqiang (57211503570); Wang, Yangren (36667550800);"" Ma, Xiaoyi (8201379100)","57218767532"";57224942768;57212405555;57724588000;57724421700;57215220245;57211503570;36667550800;"" 8201379100",Simulation modeling for effective management of irrigation water for winter wheat,2022,Agricultural Water Management,269,,107720,,,16,10.1016/j.agwat.2022.107720,https://www.scopus.com/pages/publications/85131219153?origin=resultslist,"Lack of water resources, low irrigation efficiency, and inappropriate irrigation decisions severely restrict agricultural production in arid and semi-arid regions. Therefore, rapid and accurate decision-making regarding crop irrigation in real time is necessary. This study optimized irrigation scheduling by using information on different meteorological years and obtained the average soil water content (0–60 cm) before each irrigation, the corresponding irrigation time, and the water available for irrigation. The relative development speed of winter wheat and the amount of water available for irrigation were considered, and a dynamic irrigation water limit model was constructed. Winter wheat field experiments over 3 years (2016–2019) were followed by an evaluation of the regional applicability of the decision support system for the agrotechnology transfer model. A long short-term memory network effectively predicted air temperature and solar radiation"";"" the R2 and root mean square error values were 0.802–0.964% and 12.53–23.9%, respectively. Public weather forecasts can be used to accurately predict rainfall, with 87.3% and 57% accuracy rates for forecasts of no rain and rain, respectively. Compared with traditional irrigation, the use of this dynamic irrigation lower limit for irrigation forecasting can increase yield and attendant net benefits. When two and three irrigation treatments were applied during the winter wheat growth period, the 3-year average yield increased by 10.3% and 4.4%, respectively, and the net benefit increased by 19.1% and 7.4%, respectively. The proposed method avoids relying on only field experiments to determine the irrigation lower limit and allows for the effective implementation of optimized irrigation schedules and the dynamic correction of irrigation plans in arid and semi-arid areas. © 2022 Elsevier B.V.","DSSAT model""; Dynamic irrigation lower limit; Irrigation decision; Long short-term memory network;"" Winter wheat","Arid regions""; Artificial intelligence; Brain; Crops; Decision making; Decision support systems; Mean square error; Rain; Soil moisture; Water resources; Water supply; Weather forecasting; DSSAT model; Dynamic irrigation low limit; Field experiment; Irrigation decision; Irrigation waters; Long short-term memory network; Lower limits; Memory network; Simulation-modelling; Winter wheat; agricultural management; agricultural modeling; agricultural production; decision support system; growth; real time; simulation; soil water; wheat; winter;"" Irrigation",Article,Final,,Scopus
Balram G.; Kumar K.K.,"Balram, G. (57201250762)"";"" Kumar, K. Kiran (56175669800)","57201250762"";"" 56175669800",Crop Field Monitoring and Disease Detection of Plants in Smart Agriculture using Internet of Things,2022,International Journal of Advanced Computer Science and Applications,13,7,,819,826,15,10.14569/IJACSA.2022.0130795,https://www.scopus.com/pages/publications/85135814338?origin=resultslist,"The Internet of Things can be defined as the network of physical objects that have sensors, software, and other technologies built into them in order to communicate and exchange data with other systems and devices over the internet. In intelligent agricultural advancements to increase the quality of agriculture, the Internet of Things (IoT) can be used. The manual monitoring of plant diseases is quite challenging. It demands enormous effort, expertise in the diseases of plants and the considerable time required for processing. The idea of automation in Smart Agriculture is implemented using the Internet of Things (IoT). They help monitor the plant leaf conditions, control water irrigation, gather images using installed IoT system which includes NodeMCU, cameras, soil moisture, temperature sensors and detect diseases in plants on the datasets collected from leaves. To detect plant diseases, image processing is applied. The detection of diseases comprises the acquisition of images, image pre-processing, segmenting an image, extracting and classifying features. In addition, the performance of two machine-learning techniques, such as a linear and polynomial kernel multi hidden extreme machine (MELM) and a support vector machine (SVM), has been studied. This paper discussed how plant diseases could be detected via images of their leaves. This analysis seeks to validate a proposed system for an appropriate solution to the IoT-based environmental surveillance, water irrigation system management and an efficient approach for leaf disease detection on plants. The proposed multi hidden layers extreme machine classification delivers good performance of 99.12% in the classification of leaf diseases in comparison to the Support Vector Machine classification, which gives 98%. © 2022. International Journal of Advanced Computer Science and Applications. All Rights Reserved.","Feature extraction""; Image acquisition; Internet of things; Plant disease;"" Segmentation","Disease control""; Image acquisition; Image segmentation; Internet of things; Irrigation; Learning systems; Plants (botany); Soil moisture; Support vector machines; Crop fields; Disease detection; Features extraction; Field monitoring; Manual monitoring; Performance; Physical objects; Plant disease; Segmentation; Smart agricultures;"" Feature extraction",Article,Final,"All Open Access""; Gold Open Access;"" Green Open Access",Scopus
Pratoomchai W.; Ekkawatpanit C.; Yoobanpot N.; Lee K.T.,"Pratoomchai, Weerayuth (36197087500)""; Ekkawatpanit, Chaiwat (33567804200); Yoobanpot, Naphol (55189943200);"" Lee, Kwan Tun (26642480300)","36197087500"";33567804200;55189943200;"" 26642480300",A Dilemma between Flood and Drought Management: Case Study of the Upper Chao Phraya Flood-Prone Area in Thailand,2022,Water (Switzerland),14,24,4056,,,5,10.3390/w14244056,https://www.scopus.com/pages/publications/85144602522?origin=resultslist,"Floods are the greatest natural disaster in Thailand, but they are an important part of recharging the water volume for groundwater resources. This paper focused on evaluating and discussing the relationship between flood magnitudes and flood management impacting groundwater storage in the Upper Chao Phraya River basin in Thailand, where the intensive rice production of the region is located. Based on satellite image data, there were annual flood inundations varying from 1950 to 10,470 km2 over the period 2005–2019. The evaluation shows those flooding events yielded floodwater recharge of approximately 0.5–5.9 km3. To lessen the flood damage, floodways with 2000 m3 s−1 of drainage capacity are proposed by the government. This measure aims to accelerate flood surplus out to the gulf of Thailand and to confine the flooding areas to a maximum value of 4650 km2. A reduction of approximately 3.4 km3 of groundwater storage is estimated if the floodways are implemented. Staple crops in the dry season, especially rice fields outside an irrigation project (rainfed area), cope with water stress. To sustain basin water demand in the dry season, approximately 1820 km2 should be allowed for an area flooded for a month where 0.9 km3 of water volume is harvested annually. Although flood control is important, potential impact on the reduction of groundwater recharge needs to be carefully considered. Therefore, a flood control policy shows the balance of available basin water occasionally supplied by the groundwater while rice water demand is being proposed. © 2022 by the authors.","flood inundation area""; floodways; groundwater recharge; rainfed;"" water balance","Chao Phraya River""; Thailand; Digital storage; Disasters; Drought; Flood control; Groundwater resources; Recharging (underground waters); Flood inundation area; Flood management; Floodway; Ground water recharge; Groundwater storage; Inundation areas; Rainfed; Thailand; Water balance; Water volumes; drought; flood control; flood damage; flooding; groundwater; natural disaster; recharge; satellite data; satellite imagery; water demand;"" Floods",Article,Final,"All Open Access""; Gold Open Access;"" Green Open Access",Scopus
