long,lat,id_arbol,altura_tot,diametro,inclinacio,id_especie,nombre_com,nombre_cie,tipo_folla,espacio_ve,ubicacion,nombre_fam,nombre_gen,origen,coord_x,coord_y
-58.48322934229999,-34.6431667544,28137,19,60,0,58,"Brachichiton (Árbol botella, Brachichito)",Brachychiton populneus,Árbol Latifoliado Perenne,S/D,"DIRECTORIO, AV.  - OLIVERA, AV.  - RODO, JOSE E. - FERNANDEZ (BARRIO MARCELO T. DE ALVEAR)",Esterculiáceas,Brachychiton,Exótico,98172.823869,98458.192229
-58.483245001099995,-34.642974114699996,28138,10,20,0,1,Fresno americano,Fraxinus pennsylvanica,Árbol Latifoliado Caducifolio,S/D,"DIRECTORIO, AV.  - OLIVERA, AV.  - RODO, JOSE E. - FERNANDEZ (BARRIO MARCELO T. DE ALVEAR)",Oleáceas,Fraxinus,Exótico,98171.384313,98479.569634
-58.4833353086,-34.6429585046,28139,10,20,0,1,Fresno americano,Fraxinus pennsylvanica,Árbol Latifoliado Caducifolio,S/D,"DIRECTORIO, AV.  - OLIVERA, AV.  - RODO, JOSE E. - FERNANDEZ (BARRIO MARCELO T. DE ALVEAR)",Oleáceas,Fraxinus,Exótico,98163.106867,98481.297101
-58.515681296400004,-34.649033165,28140,9,31,10,113,Acacia negra,Acacia melanoxylon,Árbol Latifoliado Perenne,SANTOJANNI,MARTINIANO LEGUIZAMÓN. - PATRON - MURGUIONDO -  ACASSUSO,Leguminosas,Acacia,Exótico,95197.885011,97806.320311
-58.4809201871,-34.6571503703,28141,22,60,0,73,Bunya-bunya (Araucaria de Bidwill),Araucaria bidwillii,Árbol Conífero Perenne,"DUNANT, HENRY",PRIMERA JUNTA - GUARDIA NACIONAL - CHAMICAL - CAROYA,Araucariaceas,Araucaria,Exótico,98384.810845,96906.97438099999
-58.5005261239,-34.6692246238,28142,28,108,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,"SAAVEDRA LAMAS, CARLOS, Dr.","CARDENAS, CNEL., AV. - CARHUE - LAFERRERE, GREGORIO DE",Mirtáceas,Eucalyptus,Exótico,96588.098125,95567.025336
-58.5235485657,-34.6456231473,28143,28,90,0,93,Kauri de corteza lisa,Agathis robusta,Árbol Latifoliado Perenne,SARMIENTO,TUYUTI - COSQUIN - HUMAITA - EL RASTREADOR,Araucariaceas,Agathis,Exótico,94476.410273,98184.203194
-58.5234399976,-34.6455705576,28144,16,55,0,78,Ciprés calvo,Taxodium distichum,Árbol Conífero Caducifolio,SARMIENTO,TUYUTI - COSQUIN - HUMAITA - EL RASTREADOR,Taxodiáceas,Taxodium,Exótico,94486.36846499999,98190.047203
-58.4728063996,-34.6482675786,28145,12,71,0,7,Arce negundo,Acer negundo,Árbol Latifoliado Caducifolio,S/D,"PASAJE S/D    E /  FERNANDEZ Y BERMUDEZ, ANTONIO",Aceráceas,Acer,Exótico,99128.487511,97892.482919
-58.472706154399994,-34.648250549699995,28146,5,53,0,3,Paraíso,Melia azeradach,Árbol Latifoliado Caducifolio,S/D,"PASAJE S/D    E /  FERNANDEZ Y BERMUDEZ, ANTONIO",Meliáceas,Melia,Exótico,99137.676974,97894.379157
-58.472648337399995,-34.6482058432,28147,7,40,0,341,Celtis tala,Celtis sp.,No Determinado,S/D,"PASAJE S/D    E /  FERNANDEZ Y BERMUDEZ, ANTONIO",Ulmaceas,Celtis,No Determinado,99142.976717,97899.33855
-58.472582548999995,-34.6480870393,28148,1,2,0,38,Lapacho rosado,Tabebuia impetiginosa,Árbol Latifoliado Caducifolio,S/D,"PASAJE S/D    E /  FERNANDEZ Y BERMUDEZ, ANTONIO",Bignoniáceas,Tabebuia,Nativo/Autóctono,99149.005783,97912.514976
-58.5004026875,-34.6602305204,28149,6,55,0,31,Ceibo,Erythrina crista-galli,Árbol Latifoliado Caducifolio,"ALBERDI, JUAN BAUTISTA, Dr.","DIRECTORIO, AV. - DE LA TORRE, LISANDRO, AV. - LEGUIZAMON, MARTINIANO - TANDIL",Leguminosas,Erythrina,Nativo/Autóctono,96599.030601,96564.789032
-58.4846715744,-34.6529945881,28150,3,18,0,6,Ficus,Ficus benjamina,Árbol Latifoliado Perenne,S/D,"SAN JUAN BAUTISTA DE LA SALLE,  E/ DELLEPIANE, LUIS J., TTE. GRAL., AV. Y REMEDIOS",Moráceas,Ficus,Exótico,98040.833511,97367.92383
-58.4845360988,-34.653023638600004,28151,3,4,8,1,Fresno americano,Fraxinus pennsylvanica,Árbol Latifoliado Caducifolio,S/D,"SAN JUAN BAUTISTA DE LA SALLE,  E/ DELLEPIANE, LUIS J., TTE. GRAL., AV. Y REMEDIOS",Oleáceas,Fraxinus,Exótico,98053.258036,97364.705967
-58.4843947312,-34.6530478223,28152,6,8,0,342,Ciprés,Cupressus sp.,Árbol Conífero Perenne,S/D,"SAN JUAN BAUTISTA DE LA SALLE,  E/ DELLEPIANE, LUIS J., TTE. GRAL., AV. Y REMEDIOS",Cupresáceas,Cupressus,Exótico,98066.218872,97362.02441499999
-58.4839120562,-34.653146975,28153,3,3,0,24,Liquidambar,Liquidambar  styraciflua,Árbol Latifoliado Caducifolio,S/D,"SAN JUAN BAUTISTA DE LA SALLE,  E/ DELLEPIANE, LUIS J., TTE. GRAL., AV. Y REMEDIOS",Hamamelidáceas,Liquidámbar,Exótico,98110.464485,97351.030051
-58.4837492016,-34.653183331,28154,4,6,0,24,Liquidambar,Liquidambar  styraciflua,Árbol Latifoliado Caducifolio,S/D,"SAN JUAN BAUTISTA DE LA SALLE,  E/ DELLEPIANE, LUIS J., TTE. GRAL., AV. Y REMEDIOS",Hamamelidáceas,Liquidámbar,Exótico,98125.391792,97347.00772200001
-58.4836868081,-34.653195421,28155,3,3,0,24,Liquidambar,Liquidambar  styraciflua,Árbol Latifoliado Caducifolio,S/D,"SAN JUAN BAUTISTA DE LA SALLE,  E/ DELLEPIANE, LUIS J., TTE. GRAL., AV. Y REMEDIOS",Hamamelidáceas,Liquidámbar,Exótico,98131.112437,97345.666946
-58.4902369974,-34.6431854754,28156,8,28,0,7,Arce negundo,Acer negundo,Árbol Latifoliado Caducifolio,"CORSINI, IGNACIO",MOZART - BRAGADO - TAPALQUE - PITAGORAS,Aceráceas,Acer,Exótico,97530.34122100001,98455.969917
-58.490254002200004,-34.6431541016,28157,15,25,15,1,Fresno americano,Fraxinus pennsylvanica,Árbol Latifoliado Caducifolio,"CORSINI, IGNACIO",MOZART - BRAGADO - TAPALQUE - PITAGORAS,Oleáceas,Fraxinus,Exótico,97528.782454,98459.44374
-58.490240908000004,-34.6431372477,28158,8,21,12,18,Gomero,Ficus elastica,Árbol Latifoliado Perenne,"CORSINI, IGNACIO",MOZART - BRAGADO - TAPALQUE - PITAGORAS,Moráceas,Ficus,Exótico,97529.984931,98461.31426
-58.4901684687,-34.6430899386,28159,13,22,30,1,Fresno americano,Fraxinus pennsylvanica,Árbol Latifoliado Caducifolio,"CORSINI, IGNACIO",MOZART - BRAGADO - TAPALQUE - PITAGORAS,Oleáceas,Fraxinus,Exótico,97536.620824,98466.569531
-58.490061169200004,-34.6431722639,28160,14,32,6,1,Fresno americano,Fraxinus pennsylvanica,Árbol Latifoliado Caducifolio,"CORSINI, IGNACIO",MOZART - BRAGADO - TAPALQUE - PITAGORAS,Oleáceas,Fraxinus,Exótico,97546.463323,98457.439611
-58.4900407764,-34.6431834463,28161,19,14,10,77,Ciprés,Cupressus sempervirens,Árbol Conífero Perenne,"CORSINI, IGNACIO",MOZART - BRAGADO - TAPALQUE - PITAGORAS,Cupresáceas,Cupressus,Exótico,97548.333843,98456.19259800001
-58.4841221453,-34.6429361936,28162,16,50,0,34,Olmo europeo,Ulmus procera,Árbol Latifoliado Caducifolio,S/D,"DIRECTORIO, AV.  - OLIVERA, AV.  - RODO, JOSE E. - FERNANDEZ (BARRIO MARCELO T. DE ALVEAR)",Ulmaceas,Ulmus,Exótico,98090.96728,98483.753315
-58.484081546400006,-34.6428418203,28163,9,35,0,23,Palto,Persea americana,Árbol Latifoliado Perenne,S/D,"DIRECTORIO, AV.  - OLIVERA, AV.  - RODO, JOSE E. - FERNANDEZ (BARRIO MARCELO T. DE ALVEAR)",Lauráceas,Persea,Exótico,98094.688451,98494.224517
-58.479793764300005,-34.642477054299995,28164,8,22,0,34,Olmo europeo,Ulmus procera,Árbol Latifoliado Caducifolio,"AVELLANEDA, NICOLÁS, Pres.","DIRECTORIO, AV. - LACARRA, AV. - MONTE -  AUTOPISTA PERITO MORENO (AU 6) - AMEGHINO, FLORENTINO, DR.",Ulmaceas,Ulmus,Exótico,98487.796875,98534.760417
-58.4798302894,-34.6424101625,28165,7,90,0,25,Palo borracho rosado,Ceiba speciosa,Árbol Latifoliado Caducifolio,"AVELLANEDA, NICOLÁS, Pres.","DIRECTORIO, AV. - LACARRA, AV. - MONTE -  AUTOPISTA PERITO MORENO (AU 6) - AMEGHINO, FLORENTINO, DR.",Bombacáceas,Ceiba,Nativo/Autóctono,98484.442708,98542.1875
-58.47989825649999,-34.642487856799995,28166,17,60,0,78,Ciprés calvo,Taxodium distichum,Árbol Conífero Caducifolio,"AVELLANEDA, NICOLÁS, Pres.","DIRECTORIO, AV. - LACARRA, AV. - MONTE -  AUTOPISTA PERITO MORENO (AU 6) - AMEGHINO, FLORENTINO, DR.",Taxodiáceas,Taxodium,Exótico,98478.213542,98533.5625
-58.4798749425,-34.6431487033,28167,21,75,6,37,Roble común,Quercus robur,Árbol Latifoliado Caducifolio,"AVELLANEDA, NICOLÁS, Pres.","DIRECTORIO, AV. - LACARRA, AV. - MONTE -  AUTOPISTA PERITO MORENO (AU 6) - AMEGHINO, FLORENTINO, DR.",Fagáceas,Quercus,Exótico,98480.369792,98460.25
-58.4967248578,-34.658784259499996,28168,7,33,0,25,Palo borracho rosado,Ceiba speciosa,Árbol Latifoliado Caducifolio,S/D,"REMEDIOS, AV. E/ OLIDEN Y PIERES",Bombacáceas,Ceiba,Nativo/Autóctono,96936.10548099999,96725.345728
-58.496226245100004,-34.6583621658,28169,4,23,0,18,Gomero,Ficus elastica,Árbol Latifoliado Perenne,S/D,"REMEDIOS, AV. E/ OLIDEN Y PIERES",Moráceas,Ficus,Exótico,96981.794534,96772.180587
-58.4961832497,-34.658329275300005,28170,5,10,0,7,Arce negundo,Acer negundo,Árbol Latifoliado Caducifolio,S/D,"REMEDIOS, AV. E/ OLIDEN Y PIERES",Aceráceas,Acer,Exótico,96985.73324500001,96775.832847
-58.483785042,-34.6435128112,28171,12,20,0,27,Pindó,Syagrus romanzoffiana,Palmera,S/D,"DIRECTORIO, AV.  - OLIVERA, AV.  - RODO, JOSE E. - FERNANDEZ (BARRIO MARCELO T. DE ALVEAR)",Arecaceas,Syagrus,Nativo/Autóctono,98121.88460599999,98419.79994900001
-58.480126312799996,-34.645041504,28172,12,70,0,12,Acacia blanca,Robinia pseudoacacia,Árbol Latifoliado Caducifolio,"AVELLANEDA, NICOLÁS, Pres.","DIRECTORIO, AV. - LACARRA, AV. - MONTE -  AUTOPISTA PERITO MORENO (AU 6) - AMEGHINO, FLORENTINO, DR.",Leguminosas,Robinia,Exótico,98457.355903,98250.27691
-58.4806133512,-34.6451416731,28173,27,130,0,34,Olmo europeo,Ulmus procera,Árbol Latifoliado Caducifolio,"AVELLANEDA, NICOLÁS, Pres.","DIRECTORIO, AV. - LACARRA, AV. - MONTE -  AUTOPISTA PERITO MORENO (AU 6) - AMEGHINO, FLORENTINO, DR.",Ulmaceas,Ulmus,Exótico,98412.701389,98239.15191
-58.4804456516,-34.6448965971,28174,11,30,0,1,Fresno americano,Fraxinus pennsylvanica,Árbol Latifoliado Caducifolio,"AVELLANEDA, NICOLÁS, Pres.","DIRECTORIO, AV. - LACARRA, AV. - MONTE -  AUTOPISTA PERITO MORENO (AU 6) - AMEGHINO, FLORENTINO, DR.",Oleáceas,Fraxinus,Exótico,98428.075521,98266.346354
-58.480330971499995,-34.644692528600004,28175,20,60,0,77,Ciprés,Cupressus sempervirens,Árbol Conífero Perenne,"AVELLANEDA, NICOLÁS, Pres.","DIRECTORIO, AV. - LACARRA, AV. - MONTE -  AUTOPISTA PERITO MORENO (AU 6) - AMEGHINO, FLORENTINO, DR.",Cupresáceas,Cupressus,Exótico,98438.582465,98288.982639
-58.479992324799994,-34.6448256291,28176,8,20,0,4,Tilo,Tilia viridis subsp. x moltkei,Árbol Latifoliado Caducifolio,"AVELLANEDA, NICOLÁS, Pres.","DIRECTORIO, AV. - LACARRA, AV. - MONTE -  AUTOPISTA PERITO MORENO (AU 6) - AMEGHINO, FLORENTINO, DR.",Tiliaceas,Tilia,Exótico,98469.63975700001,98274.226563
-58.479936736099994,-34.6450143977,28177,20,70,0,45,Casuarina,Casuarina cunninghamiana,Árbol Latifoliado Perenne,"AVELLANEDA, NICOLÁS, Pres.","DIRECTORIO, AV. - LACARRA, AV. - MONTE -  AUTOPISTA PERITO MORENO (AU 6) - AMEGHINO, FLORENTINO, DR.",Casuarinaceas,Casuarina,Exótico,98474.738715,98253.28993099999
-58.5065227185,-34.655378487,28178,12,20,0,1,Fresno americano,Fraxinus pennsylvanica,Árbol Latifoliado Caducifolio,"SALABERRY, JUAN FRANCISCO","ALBERDI, JUAN B., AV. - CAFAYATE - BRAGADO - RUCCI, JOSE I.",Oleáceas,Fraxinus,Exótico,96037.813778,97102.81618400001
-58.5065106174,-34.655393184699996,28179,14,61,7,25,Palo borracho rosado,Ceiba speciosa,Árbol Latifoliado Caducifolio,"SALABERRY, JUAN FRANCISCO","ALBERDI, JUAN B., AV. - CAFAYATE - BRAGADO - RUCCI, JOSE I.",Bombacáceas,Ceiba,Nativo/Autóctono,96038.92697999999,97101.189196
-58.506528859300005,-34.6554390612,28180,8,38,0,18,Gomero,Ficus elastica,Árbol Latifoliado Perenne,"SALABERRY, JUAN FRANCISCO","ALBERDI, JUAN B., AV. - CAFAYATE - BRAGADO - RUCCI, JOSE I.",Moráceas,Ficus,Exótico,96037.25717699999,97096.094155
-58.506531597700004,-34.6554603341,28181,7,24,0,25,Palo borracho rosado,Ceiba speciosa,Árbol Latifoliado Caducifolio,"SALABERRY, JUAN FRANCISCO","ALBERDI, JUAN B., AV. - CAFAYATE - BRAGADO - RUCCI, JOSE I.",Bombacáceas,Ceiba,Nativo/Autóctono,96037.00028400001,97093.739305
-58.5065139238,-34.6554571854,28182,6,24,0,25,Palo borracho rosado,Ceiba speciosa,Árbol Latifoliado Caducifolio,"SALABERRY, JUAN FRANCISCO","ALBERDI, JUAN B., AV. - CAFAYATE - BRAGADO - RUCCI, JOSE I.",Bombacáceas,Ceiba,Nativo/Autóctono,96038.627272,97094.081829
-58.5064349216,-34.6554143956,28183,5,20,0,31,Ceibo,Erythrina crista-galli,Árbol Latifoliado Caducifolio,"SALABERRY, JUAN FRANCISCO","ALBERDI, JUAN B., AV. - CAFAYATE - BRAGADO - RUCCI, JOSE I.",Leguminosas,Erythrina,Nativo/Autóctono,96045.863086,97098.83434500001
-58.50640219060001,-34.6554055733,28184,10,26,0,1,Fresno americano,Fraxinus pennsylvanica,Árbol Latifoliado Caducifolio,"SALABERRY, JUAN FRANCISCO","ALBERDI, JUAN B., AV. - CAFAYATE - BRAGADO - RUCCI, JOSE I.",Oleáceas,Fraxinus,Exótico,96048.860169,97099.819101
-58.5063255624,-34.6553129332,28185,3,8,0,27,Pindó,Syagrus romanzoffiana,Palmera,"SALABERRY, JUAN FRANCISCO","ALBERDI, JUAN B., AV. - CAFAYATE - BRAGADO - RUCCI, JOSE I.",Arecaceas,Syagrus,Nativo/Autóctono,96055.881905,97110.094813
-58.506419075100006,-34.6553595941,28186,10,78,0,34,Olmo europeo,Ulmus procera,Árbol Latifoliado Caducifolio,"SALABERRY, JUAN FRANCISCO","ALBERDI, JUAN B., AV. - CAFAYATE - BRAGADO - RUCCI, JOSE I.",Ulmaceas,Ulmus,Exótico,96047.318812,97104.914142
-58.5184556884,-34.6559700035,28187,11,57,0,3,Paraíso,Melia azeradach,Árbol Latifoliado Caducifolio,"LEGUIZAMON, ONESIMO, Dr.",ERCILLA - FRAGATA LA ARGENTINA - GUAMINI - SCHMIDEL,Meliáceas,Melia,Exótico,94943.96659,97036.658626
-58.5183526446,-34.655874047800005,28188,10,53,0,3,Paraíso,Melia azeradach,Árbol Latifoliado Caducifolio,"LEGUIZAMON, ONESIMO, Dr.",ERCILLA - FRAGATA LA ARGENTINA - GUAMINI - SCHMIDEL,Meliáceas,Melia,Exótico,94953.40474700001,97047.301654
-58.4877596997,-34.6531461548,28189,10,44,0,97,Pino piñonero,Pinus pinea,Árbol Conífero Perenne,S/D,"GARZON, EUGENIO AV. E/ GUARDIA NACIONAL Y BASUALDO",Pináceas,Pinus,Exótico,97757.747332,97351.048072
-58.48751158,-34.6529428417,28190,8,45,0,25,Palo borracho rosado,Ceiba speciosa,Árbol Latifoliado Caducifolio,S/D,"GARZON, EUGENIO AV. E/ GUARDIA NACIONAL Y BASUALDO",Bombacáceas,Ceiba,Nativo/Autóctono,97780.481,97373.609949
-58.4874860476,-34.6529205815,28191,9,50,0,25,Palo borracho rosado,Ceiba speciosa,Árbol Latifoliado Caducifolio,S/D,"GARZON, EUGENIO AV. E/ GUARDIA NACIONAL Y BASUALDO",Bombacáceas,Ceiba,Nativo/Autóctono,97782.82881,97376.072285
-58.4874404387,-34.6528819192,28192,1,12,0,999,No Determinable,No Determinable,No Determinado,S/D,"GARZON, EUGENIO AV. E/ GUARDIA NACIONAL Y BASUALDO",No identificada,No identificado,No Determinado,97787.009056,97380.367059
-58.527162593,-34.6511753961,28193,15,55,0,10,Tipa blanca,Tipuana Tipu,Árbol Latifoliado Caducifolio,"CABRAL, Sargento","MARTINEZ DE HOZ - SUAREZ, JOSE L. - ARCE, MANUEL",Leguminosas,Tipuana,Nativo/Autóctono,94145.471977,97568.061929
-58.5271669117,-34.6509768978,28194,27,75,0,10,Tipa blanca,Tipuana Tipu,Árbol Latifoliado Caducifolio,"CABRAL, Sargento","MARTINEZ DE HOZ - SUAREZ, JOSE L. - ARCE, MANUEL",Leguminosas,Tipuana,Nativo/Autóctono,94145.060257,97590.088988
-58.5121941776,-34.6430510777,28195,21,31,0,2,Plátano,Platanus x acerifolia,Árbol Latifoliado Caducifolio,"IRIGOYEN, MARTIN, Cnel.","FONROUGE - GARCIA DE COSSIO - LARRAZABAL, AV. - CAAGUAZU - PROPIEDAD PARTICULAR",Platanaceae,Platanus,Exótico,95517.242197,98470.106744
-58.4697405528,-34.6588696624,28196,6,42,0,3,Paraíso,Melia azeradach,Árbol Latifoliado Caducifolio,S/D,SANTANDER - ASTURIAS - SANTIAGO DE COMPOSTELA - MOZART,Meliáceas,Melia,Exótico,99409.630943,96716.371123
-58.469641051,-34.6587561775,28197,12,46,0,361,Álamo,Populus sp.,Árbol Latifoliado Caducifolio,S/D,SANTANDER - ASTURIAS - SANTIAGO DE COMPOSTELA - MOZART,Salicáceas,Populus,Exótico,99418.750669,96728.965031
-58.469615848500005,-34.6587300373,28198,7,48,0,361,Álamo,Populus sp.,Árbol Latifoliado Caducifolio,S/D,SANTANDER - ASTURIAS - SANTIAGO DE COMPOSTELA - MOZART,Salicáceas,Populus,Exótico,99421.06679,96731.860182
-58.46940736689999,-34.658651804499996,28199,5,36,10,31,Ceibo,Erythrina crista-galli,Árbol Latifoliado Caducifolio,S/D,SANTANDER - ASTURIAS - SANTIAGO DE COMPOSTELA - MOZART,Leguminosas,Erythrina,Nativo/Autóctono,99440.174787,96740.545635
-58.4682939997,-34.6574343833,28200,16,52,0,361,Álamo,Populus sp.,Árbol Latifoliado Caducifolio,S/D,SANTANDER - ASTURIAS - SANTIAGO DE COMPOSTELA - MOZART,Salicáceas,Populus,Exótico,99542.228865,96875.604436
-58.467979703299996,-34.6573312732,28201,6,30,0,33,Morera blanca,Morus alba,Árbol Latifoliado Caducifolio,S/D,SANTANDER - ASTURIAS - SANTIAGO DE COMPOSTELA - MOZART,Moráceas,Morus,Exótico,99571.035619,96887.04028300001
-58.4693520528,-34.6585970003,28202,9,36,0,10,Tipa blanca,Tipuana Tipu,Árbol Latifoliado Caducifolio,S/D,SANTANDER - ASTURIAS - SANTIAGO DE COMPOSTELA - MOZART,Leguminosas,Tipuana,Nativo/Autóctono,99445.241302,96746.625453
-58.468661894300006,-34.6580098416,28203,15,42,0,53,Washingtonia (Palmera washingtonia),Washingtonia filifera,Palmera,S/D,SANTANDER - ASTURIAS - SANTIAGO DE COMPOSTELA - MOZART,Arecaceas,Washingtonia,Exótico,99508.500354,96811.766353
-58.4686303624,-34.6579459315,28204,10,40,0,45,Casuarina,Casuarina cunninghamiana,Árbol Latifoliado Perenne,S/D,SANTANDER - ASTURIAS - SANTIAGO DE COMPOSTELA - MOZART,Casuarinaceas,Casuarina,Exótico,99511.395505,96818.859473
-58.515226343100004,-34.6495795416,28205,12,42,0,17,Árbol del cielo (Ailanto o Árbol de los dioses),Ailanthus altissima,Árbol Latifoliado Caducifolio,SANTOJANNI,MARTINIANO LEGUIZAMÓN. - PATRON - MURGUIONDO -  ACASSUSO,Simarrubáceas,Ailanthus,Exótico,95239.62074299999,97745.73559299999
-58.5151804743,-34.6494922123,28206,14,42,40,14,Álamo plateado,Populus alba,Árbol Latifoliado Caducifolio,SANTOJANNI,MARTINIANO LEGUIZAMÓN. - PATRON - MURGUIONDO -  ACASSUSO,Salicáceas,Populus,Exótico,95243.823648,97755.429391
-58.515135015,-34.6495352303,28207,8,33,0,25,Palo borracho rosado,Ceiba speciosa,Árbol Latifoliado Caducifolio,SANTOJANNI,MARTINIANO LEGUIZAMÓN. - PATRON - MURGUIONDO -  ACASSUSO,Bombacáceas,Ceiba,Nativo/Autóctono,95247.99265900001,97750.650281
-58.5151231813,-34.6494509512,28208,15,27,0,25,Palo borracho rosado,Ceiba speciosa,Árbol Latifoliado Caducifolio,SANTOJANNI,MARTINIANO LEGUIZAMÓN. - PATRON - MURGUIONDO -  ACASSUSO,Bombacáceas,Ceiba,Nativo/Autóctono,95249.07728,97760.005135
-58.5150410016,-34.6493834689,28209,6,13,0,11,Jacarandá,Jacarandá mimosifolia,Árbol Latifoliado Caducifolio,SANTOJANNI,MARTINIANO LEGUIZAMÓN. - PATRON - MURGUIONDO -  ACASSUSO,Bignoniáceas,Jacarandá,Nativo/Autóctono,95256.601837,97767.495797
-58.5123115571,-34.6588282222,28210,8,29,0,73,Bunya-bunya (Araucaria de Bidwill),Araucaria bidwillii,Árbol Conífero Perenne,S/D,"ARTIGAS, MANUEL - ALBERDI, JUAN B., AV. - CARHUE",Araucariaceas,Araucaria,Exótico,95507.345143,96719.876817
-58.4818389784,-34.658246373800004,28211,7,24,0,25,Palo borracho rosado,Ceiba speciosa,Árbol Latifoliado Caducifolio,"DUNANT, HENRY",PRIMERA JUNTA - GUARDIA NACIONAL - CHAMICAL - CAROYA,Bombacáceas,Ceiba,Nativo/Autóctono,98300.614991,96785.37794199999
-58.4817685056,-34.6582479173,28212,4,12,0,77,Ciprés,Cupressus sempervirens,Árbol Conífero Perenne,"DUNANT, HENRY",PRIMERA JUNTA - GUARDIA NACIONAL - CHAMICAL - CAROYA,Cupresáceas,Cupressus,Exótico,98307.077321,96785.20008
-58.4816824155,-34.6581741934,28213,10,30,4,142,Espina del bañado,Citharexylum montevidense,Árbol Latifoliado Perenne,"DUNANT, HENRY",PRIMERA JUNTA - GUARDIA NACIONAL - CHAMICAL - CAROYA,Verbenaceas,Citharexylum,Nativo/Autóctono,98314.962549,96793.381745
-58.4687460949,-34.6562616854,28214,5,35,0,247,Sófora japónica,Styphnolobium japonicum,Árbol Latifoliado Caducifolio,S/D,"ASTURIAS, AV. E/ DELLEPIANE, LUIS J., TTE. GRAL., AV. Y SANTANDER",Leguminosas,Styphnolobium,Exótico,99500.77142,97005.69822
-58.46869078979999,-34.6563042359,28215,5,32,0,247,Sófora japónica,Styphnolobium japonicum,Árbol Latifoliado Caducifolio,S/D,"ASTURIAS, AV. E/ DELLEPIANE, LUIS J., TTE. GRAL., AV. Y SANTANDER",Leguminosas,Styphnolobium,Exótico,99505.846855,97000.97895599999
-58.468808286999995,-34.6564165488,28216,9,18,9,12,Acacia blanca,Robinia pseudoacacia,Árbol Latifoliado Caducifolio,S/D,"ASTURIAS, AV. E/ DELLEPIANE, LUIS J., TTE. GRAL., AV. Y SANTANDER",Leguminosas,Robinia,Exótico,99495.072686,96988.512975
-58.4688151625,-34.656455129899996,28217,10,20,0,15,Álamo carolina,Populus deltoides,Árbol Latifoliado Caducifolio,S/D,"ASTURIAS, AV. E/ DELLEPIANE, LUIS J., TTE. GRAL., AV. Y SANTANDER",Salicáceas,Populus,Exótico,99494.449387,96984.238924
-58.468779165600004,-34.656491189099995,28218,8,12,0,12,Acacia blanca,Robinia pseudoacacia,Árbol Latifoliado Caducifolio,S/D,"ASTURIAS, AV. E/ DELLEPIANE, LUIS J., TTE. GRAL., AV. Y SANTANDER",Leguminosas,Robinia,Exótico,99497.743968,96980.232002
-58.4687266937,-34.6564911917,28219,10,15,9,12,Acacia blanca,Robinia pseudoacacia,Árbol Latifoliado Caducifolio,S/D,"ASTURIAS, AV. E/ DELLEPIANE, LUIS J., TTE. GRAL., AV. Y SANTANDER",Leguminosas,Robinia,Exótico,99502.552275,96980.232002
-58.4685081847,-34.6564471221,28220,12,25,0,247,Sófora japónica,Styphnolobium japonicum,Árbol Latifoliado Caducifolio,S/D,"ASTURIAS, AV. E/ DELLEPIANE, LUIS J., TTE. GRAL., AV. Y SANTANDER",Leguminosas,Styphnolobium,Exótico,99522.586887,96985.129351
-58.5203690091,-34.657724747399996,28221,7,19,0,77,Ciprés,Cupressus sempervirens,Árbol Conífero Perenne,"ZABALA, ROMULO","FRAGATA HERCULES - FRAGATA TRINIDAD - ERCILLA - SUAREZ, JOSE L.",Cupresáceas,Cupressus,Exótico,94768.68541,96841.897879
-58.5202399636,-34.6577378791,28222,10,58,0,77,Ciprés,Cupressus sempervirens,Árbol Conífero Perenne,"ZABALA, ROMULO","FRAGATA HERCULES - FRAGATA TRINIDAD - ERCILLA - SUAREZ, JOSE L.",Cupresáceas,Cupressus,Exótico,94780.515976,96840.446444
-58.4792468075,-34.6431975579,28223,11,80,0,55,Fenix,Phoenix canariensis,Palmera,"AVELLANEDA, NICOLÁS, Pres.","DIRECTORIO, AV. - LACARRA, AV. - MONTE -  AUTOPISTA PERITO MORENO (AU 6) - AMEGHINO, FLORENTINO, DR.",Arecaceas,Phoenix,Exótico,98537.95753300001,98454.846938
-58.479220140600006,-34.6434782689,28224,9,24,0,24,Liquidambar,Liquidambar  styraciflua,Árbol Latifoliado Caducifolio,"AVELLANEDA, NICOLÁS, Pres.","DIRECTORIO, AV. - LACARRA, AV. - MONTE -  AUTOPISTA PERITO MORENO (AU 6) - AMEGHINO, FLORENTINO, DR.",Hamamelidáceas,Liquidámbar,Exótico,98540.406872,98423.705342
-58.4790811938,-34.6435357091,28225,7,20,25,11,Jacarandá,Jacarandá mimosifolia,Árbol Latifoliado Caducifolio,"AVELLANEDA, NICOLÁS, Pres.","DIRECTORIO, AV. - LACARRA, AV. - MONTE -  AUTOPISTA PERITO MORENO (AU 6) - AMEGHINO, FLORENTINO, DR.",Bignoniáceas,Jacarandá,Nativo/Autóctono,98553.143434,98417.337061
-58.4792209251,-34.6435842777,28226,30,125,0,34,Olmo europeo,Ulmus procera,Árbol Latifoliado Caducifolio,"AVELLANEDA, NICOLÁS, Pres.","DIRECTORIO, AV. - LACARRA, AV. - MONTE -  AUTOPISTA PERITO MORENO (AU 6) - AMEGHINO, FLORENTINO, DR.",Ulmaceas,Ulmus,Exótico,98540.336891,98411.948515
